hindi,english
ऋषिकेश,Rishikesh
नेहा कक्कड़,Neha Kakkar
अभिनेता,Actor
हिन्दी,Hindi
दिल मिल गए,Dill Mill Gayye
प्यार की ये एक कहानी,Pyaar Kii Ye Ek Kahaani
बिग बॉस,Bigg Boss (Hindi TV series)
अनुराग कश्यप,Anurag Kashyap
अभिनेता,Actor
अली फज़ल,Ali Fazal
इलाहाबाद,Allahabad
इलाहाबाद विश्वविद्यालय,University of Allahabad
उत्तर प्रदेश,Uttar Pradesh
उदय चोपड़ा,Uday Chopra
जिमी शेरगिल,Jimmy Sheirgill
दिल से,Dil Se..
पान सिंह तोमर,Paan Singh Tomar
भारत,India
राष्ट्रीय नाट्य विद्यालय,National School of Drama
शागिर्द,Shagird
शेखर कपूर,Shekhar Kapur
अभिनेता,Actor
इंटरनेट मूवी डेटाबेस,IMDb
एडवर्ड सोनेनब्लिक,Edward Sonnenblick
चेन्नई,Chennai
पद्म श्री,Padma Shri
भारत सरकार,Government of India
राजेश खन्ना,Rajesh Khanna
शर्मिला टैगोर,Sharmila Tagore
हिंदी,Hindi
हिन्दी,Hindi
इंटरनेट मूवी डेटाबेस,IMDb
उत्तर प्रदेश,Uttar Pradesh
उत्तराखण्ड,Uttarakhand
उपेन पटेल,Upen Patel
देहरादून,Dehradun
नेपाल,Nepal
फ़िल्म,Film
भारत,India
मेघालय,Meghalaya
मोहित सूरी,Mohit Suri
वाराणसी,Varanasi
शिलांग,Shillong
इंटरनेट मूवी डेटाबेस,IMDb
इहाना ढिल्लों,Ihana Dhillon
ज़रीन खान,Zareen Khan
फ़िल्म,Film
भारतीय,Indian
सनम रे,Sanam Re
सुरवीन चावला,Surveen Chawla
अल्मोड़ा,Almora
कुमाऊं रेजिमेंट,Kumaon Regiment
कोका कोला,Coca-Cola
द हिन्दू,The Hindu
दिल्ली,Delhi
पूरन चन्द जोशी,Puran Chand Joshi
प्रसून जोशी,Prasoon Joshi
बेड़ू पाको बारमासा,Bedu Pako Baro Masa
राष्ट्रीय नाट्य विद्यालय,National School of Drama
अशोक कामटे,Ashok Kamte
अशोक चक्र,Ashoka Chakra (military decoration)
तुकाराम ओम्बले,Tukaram Omble
पैराशूट रेजिमेंट,Parachute Regiment (India)
भारत,India
यहूदी,Jews
राष्ट्रपति,President (government title)
राष्ट्रीय सुरक्षा गार्ड,National Security Guard
विजय सालस्कर,Vijay Salaskar
संदीप उन्नीकृष्णन,Sandeep Unnikrishnan
हवलदार,Havildar
हेमंत करकरे,Hemant Karkare
अरहंत,Arhat
अशोक,Ashoka
अशोक चक्र,Ashoka Chakra (military decoration)
अशोक चक्र (पदक),Ashoka Chakra Award
धर्मचक्र,Dharmachakra
बुद्धत्व,Buddhahood
सारनाथ,Sarnath
अशोक चक्र (प्रतीक),Ashoka Chakra
कीर्ति चक्र,Kirti Chakra
परमवीर चक्र,Param Vir Chakra
भारत,India
वीर चक्र,Vir Chakra
शौर्य चक्र,Shaurya Chakra
ऑस्ट्रेलिया,Australia
जनरल,General officer
नई दिल्ली,New Delhi
पिथौरागढ़,Pithoragarh
पुणे,Pune
भारत,India
एडमिरल,Admiral
नौसेना पदक,Nau Sena Medal
भारत,India
रॉबिन धवन,Robin K. Dhowan
अजमेर,Ajmer
अर्थशास्त्र,Economics
इंटेलिजेंस ब्यूरो,Intelligence Bureau (India)
कश्मीर,Kashmir
भारत,India
भारत के राष्ट्रीय सुरक्षा सलाहकार,National Security Advisor (India)
शिवशंकर मेनन,Shivshankar Menon
इलाहाबाद,Allahabad
उत्तराखण्ड,Uttarakhand
काव्य,Poetry
गद्य,Prose
जनसत्ता,Jansatta
दिल्ली,Delhi
देहरादून,Dehradun
पूर्वाग्रह,Prejudice
बुल्गारियाई भाषा,Bulgarian language
भारत भवन,Bharat Bhavan
भोपाल,Bhopal
लखनऊ,Lucknow
सहारा समय,Sahara Samay Channel
साहित्य अकादमी पुरस्कार,Sahitya Akademi Award
1961,1961
1968,1968
अरविन्द,Sri Aurobindo
आकाशवाणी,All India Radio
उत्तरा,Uttara
उमर खय्याम,Omar Khayyam
कौसानी,Kausani
ग्रन्थि,Gland
छायावादी युग,Chhayavaad
जयशंकर प्रसाद,Jaishankar Prasad
ज्ञानपीठ,Jnanpith Award
ज्ञानपीठ पुरस्कार,Jnanpith Award
पद्मभूषण,Padma Bhushan
प्रगतिशील लेखक संघ,Progressive Writers' Movement
फ्रायड,Sigmund Freud
बागेश्वर,Bageshwar
भारत,India
महादेवी वर्मा,Mahadevi Varma
मार्क्स,Karl Marx
रघुपति सहाय,Firaq Gorakhpuri
रामकुमार वर्मा,Ramkumar Verma
शमशेर,Shamshir
सत्यकाम,Satyakam
साहित्य अकादमी,Sahitya Akademi
सुमित्रानंदन पंत,Sumitranandan Pant
सूर्यकांत त्रिपाठी 'निराला',Suryakant Tripathi
हरिवंश राय बच्चन,Harivansh Rai Bachchan
हिंदी साहित्य,Hindi literature
हिन्दी कवि,List of Hindi-language poets
१९००,1900
१९०७,1907
१९१८,1918
१९२२,1922
१९२५,1925
१९२६,1926
१९७७,1977
२० मई,May 20
२८ दिसम्बर,December 28
इतिहासकार,Historian
पद्म श्री,Padma Shri
भारत सरकार,Government of India
भारती,Bharathi Vishnuvardhan
अर्द्धांगिनी,Ardhangini (2007 TV series)
अल्मोड़ा,Almora
उत्तराखण्ड,Uttarakhand
उपन्यास,Novel
कहानी,Narrative
कुमाऊँ विश्वविद्यालय,Kumaun University
केन्द्रीय हिन्दी निदेशालय,Central Hindi Directorate
चील,Kite (bird)
संस्मरण,Memoir
१४ अक्टूबर,October 14
१९३१,1931
१९५१,1951
१९५६,1956
१९५९,1959
१९६०,1960
१९६१,1961
१९६२,1962
१९६६,1966
१९६७,1967
१९६८,1968
१९६९,1969
१९७०,1970
१९७२,1972
१९७३,1973
१९७४,1974
१९७५,1975
१९७६,1976
१९७७,1977
१९७८,1978
१९७९,1979
१९८०,1980
१९८१,1981
१९८२,1982
१९८३,1983
१९८५,1985
१९८७,1987
१९८९,1989
१९९१,1991
१९९२,1992
१९९३,1993
१९९५,1995
१९९७,1997
१९९९,1999
२००१,2001
२४ अप्रैल,April 24
गाथा,Gatha
ज़मीन आसमान,Zameen Aasmaan
पापा कहते हैं,Papa Kehte Hai
बुनियाद,Foundation (engineering)
कसौली,Kasauli
पद्म भूषण,Padma Bhushan
पद्म श्री,Padma Shri
विशाल भारद्वाज,Vishal Bhardwaj
शशि कपूर,Shashi Kapoor
शिमला,Shimla
श्याम बेनेगल,Shyam Benegal
हिमाचल प्रदेश,Himachal Pradesh
७ खून माफ़,7 Khoon Maaf
इलाहाबाद विश्वविद्यालय,University of Allahabad
उत्तर प्रदेश,Uttar Pradesh
उत्तराखण्ड,Uttarakhand
कानपुर,Kanpur
दिल्ली,Delhi
नैनीताल,Nainital
भारत,India
भारतीय जनता पार्टी,Bharatiya Janata Party
राष्ट्रीय जनतांत्रिक गठबंधन,National Democratic Alliance
सांसद,Member of parliament
स्पेक्ट्रोस्कोपी,Spectroscopy
हिन्दी,Hindi
उत्तराखण्ड,Uttarakhand
भारत,India
भारतीय जनता पार्टी,Bharatiya Janata Party
अमित शाह,Amit Shah
इलाहाबाद विश्वविद्यालय,University of Allahabad
उत्तर प्रदेश,Uttar Pradesh
उत्तराखण्ड,Uttarakhand
कांग्रेस,Congress
दिल्ली,Delhi
नैनीताल,Nainital
बरेली,Bareilly
